#,Question,Answer
28,"When does Semester 1, 2026 actually start at UQ?","Semester 1, 2026 commences on 23 February 2026. Semester 2, 2026 commences on 27 July 2026."
29,I got an ATAR of 82 — am I likely to get into the BIT?,"The minimum entry score for Semester 1, 2026 was 81.9, so an ATAR of 82 is above that threshold; however, meeting the minimum does not guarantee admission as places are competitive with a median of 87.4. Check study.uq.edu.au for the most current entry information."
30,Can I apply for the BIT if I finished Year 12 a couple of years ago and haven't studied since?,"Yes, you can still apply as a domestic applicant through QTAC using your existing Year 12 results. You should check QTAC's guidelines on how prior results are assessed and confirm you still meet any prerequisite requirements."
31,Is there a difference in how domestic and international students apply for the BIT?,"Yes. Domestic students apply through QTAC using the code 733001, while international students apply directly through UQ. Domestic applicants are assessed mainly on their Year 12 entry score, whereas international applicants have a separate admissions process."
32,"If I completed a TAFE diploma, can I use that to get into the BIT instead of an ATAR?","UQ may consider alternative entry pathways including TAFE qualifications, but you should confirm eligibility and any credit transfer options directly with UQ Admissions or through QTAC, as specific arrangements are not detailed in the current source materials."
33,Do I need to demonstrate English proficiency as a domestic student applying for the BIT?,"Domestic students who have completed Year 12 in Australia and studied in English generally satisfy the English language requirement automatically. If your situation is different, confirm with UQ Admissions at study.uq.edu.au."
34,Is the BBusMgt/IT harder to get into than the standalone BIT?,"Yes, based on Semester 1, 2026 entry scores — the BBusMgt/IT has a minimum entry score of 86.4 compared to 81.9 for the standalone BIT. Both are reviewed annually, so check study.uq.edu.au for current figures."
35,What is the QTAC code for the BCom/IT dual degree?,The QTAC code for the Bachelor of Commerce / Information Technology dual degree is not listed in the current source materials — please check qtac.edu.au or study.uq.edu.au for the correct code.
36,Can I apply for mid-year entry into the BIT as a domestic student?,"You should confirm mid-year (Semester 2) domestic entry availability and the application process through QTAC at qtac.edu.au or study.uq.edu.au, as intake availability can vary by program and year."
37,Will my Victorian VCE results be accepted for entry into the BIT at UQ?,"Yes. Interstate results including the VCE are accepted, and QTAC will convert your results to an equivalent entry score. Ensure your subjects also satisfy any prerequisite requirements for the BIT."
38,I'm applying through QTAC — is there anything I need to do directly with UQ as well?,"For most domestic applicants, applying through QTAC is sufficient for the BIT. However, you should also create a UQ account and monitor any communications from UQ Admissions; check study.uq.edu.au for any additional steps required."
39,Does UQ give any bonus points or special consideration for domestic BIT applicants?,UQ does offer selection rank adjustments for eligible applicants; details on any adjustment schemes are managed through QTAC. Check qtac.edu.au or study.uq.edu.au for current adjustment criteria and eligibility.
40,What happens if the minimum entry score for BIT changes — will my application still be considered?,"Entry scores are reviewed annually in April, and the score relevant to your application is the one in place at the time of offer. Meeting the published minimum does not guarantee admission, so check study.uq.edu.au for the most up-to-date figures."
41,Do I need to study Maths in Year 12 to get into the BIT at UQ?,"Yes, the BIT has a mathematics prerequisite for entry. You should confirm the specific subject requirement at study.uq.edu.au or contact UQ Admissions, as prerequisite details are reviewed annually."
42,I finished high school two years ago and have been working since. Can I still apply for the BIT as a domestic student?,"Yes, you can still apply through QTAC as a non-school leaver. QTAC will assess your application based on your previous study and work experience, so check qtac.edu.au for the relevant entry pathway requirements."
43,What's the QTAC code I need to use when applying for the BIT?,"The QTAC code for the Bachelor of Information Technology is 733001. Domestic students, including those from interstate, apply through QTAC at qtac.edu.au."
44,I'm applying through QTAC but I'm worried my ATAR won't be high enough. Are there any alternative entry pathways into the BIT?,"Yes, UQ offers alternative entry pathways for domestic students who may not meet the standard ATAR requirement. You should visit study.uq.edu.au to explore options such as the UQ College pathway or other bridging programs, as specific pathway details can change annually."
45,"If I live in New South Wales, do I apply for UQ BIT through UAC or QTAC?","Interstate students, including those from NSW, apply for UQ programs through QTAC, not UAC. Your NSW results will be converted to an equivalent entry score, and you should confirm prerequisite requirements with QTAC or UQ Admissions."
46,Does UQ consider my extracurricular activities or work experience when assessing my BIT application as a domestic student?,"QTAC manages domestic applications and primarily assesses entry based on academic achievement and prerequisites. For specific details on whether additional factors are considered, check qtac.edu.au or contact UQ Admissions directly."
47,What subjects did I need to do in Year 12 to be eligible for the BIT? I did English and Maths Methods — is that enough?,"English and Maths Methods are generally strong subject choices for BIT entry, but you should confirm the exact prerequisite requirements at study.uq.edu.au, as subject eligibility details are reviewed annually."
48,I'm a domestic student and I want to apply for the BBusMgt/IT dual degree. What's the minimum entry score for that?,"The minimum entry score for the Bachelor of Business Management / Information Technology for Semester 1, 2026 was 86.4. Entry scores are reviewed annually, so check study.uq.edu.au for the latest information."
49,What's the minimum entry score for the BCom/IT dual degree for domestic students?,"The minimum entry score for the Bachelor of Commerce / Information Technology for Semester 1, 2026 was 84.4. As always, meeting the minimum does not guarantee admission and scores are reviewed annually."
50,I'm considering the BE(Hons)/IT dual degree. What ATAR do I need as a domestic student?,"The minimum entry score for the Bachelor of Engineering (Honours) / Information Technology for Semester 1, 2026 was 84. Entry requirements are reviewed annually, so check study.uq.edu.au for current figures."
51,"When does Semester 1, 2026 actually start at UQ? I need to plan my move to Brisbane.","Semester 1, 2026 commences on 23 February 2026. You should also consult the UQ academic calendar at study.uq.edu.au for key dates such as orientation and census dates."
52,"If I apply for mid-year intake, when does Semester 2, 2026 start?","Semester 2, 2026 commences on 27 July 2026. Check the UQ academic calendar at study.uq.edu.au for full details on orientation and enrolment dates."
53,I'm a domestic student who did the IB (International Baccalaureate) instead of ATAR. Can I still apply for BIT through QTAC?,"Yes, QTAC accepts the International Baccalaureate and will convert your IB results to an equivalent entry score. You should ensure your subjects meet the BIT prerequisite requirements and confirm details with QTAC at qtac.edu.au."
54,Does UQ BIT have a mid-year intake for domestic students?,"Yes, UQ does offer a mid-year intake for some programs. You should check study.uq.edu.au or contact QTAC to confirm whether the BIT has a Semester 2 intake available for domestic applicants in your year of application."
55,I got an ATAR of 83 — am I likely to get into the BIT based on last year's entry scores?,"The minimum entry score for Semester 1, 2026 was 81.9, so an ATAR of 83 is above the published minimum, but meeting the minimum does not guarantee admission. Entry scores change annually, so check study.uq.edu.au for the most current information before applying."
56,Do I need to submit a personal statement or portfolio when applying for BIT through QTAC?,"Standard domestic BIT applications through QTAC are primarily assessed on academic merit and prerequisites. For specific requirements, check qtac.edu.au or contact UQ Admissions, as requirements can vary."
57,I completed a TAFE diploma last year. Can that help me get into the BIT at UQ?,"Completed TAFE qualifications may be considered as part of alternative entry pathways through QTAC. You should visit qtac.edu.au and study.uq.edu.au to check whether your specific diploma qualifies and what credit, if any, may be recognised."
58,Is there a bonus points scheme that could boost my ATAR for the BIT application?,"QTAC administers various rank adjustment schemes that may apply to eligible domestic students, potentially boosting your entry score. Check qtac.edu.au for full details on eligibility and how adjustments are calculated."
59,I'm in Year 11 right now — when should I start my QTAC application for BIT to start in 2027?,"QTAC applications for the following year typically open in the middle of the year. You should monitor qtac.edu.au and study.uq.edu.au for application opening dates and deadlines relevant to 2027 entry, as these are confirmed annually."
60,I'm in Year 12 in Queensland right now. What's the lowest ATAR I need to get into the BIT at UQ?,"The minimum entry score for the Bachelor of Information Technology for Semester 1, 2026 was 81.9, with a median of 87.4 and a highest of 95.45. Meeting the minimum does not guarantee admission, and entry scores are reviewed annually, so check study.uq.edu.au for the latest figures."
61,Do I need to study a specific maths subject in Year 12 to get into BIT at UQ?,"Yes, the BIT has a mathematics prerequisite for entry. You should confirm the specific required subject with QTAC or UQ Admissions, and check study.uq.edu.au for the current prerequisite details."
62,What QTAC code do I use when applying for the Bachelor of Information Technology?,The QTAC code for the Bachelor of Information Technology is 733001. You apply through QTAC at qtac.edu.au.
63,"I'm from New South Wales — do I still apply through QTAC for the BIT, or is there a separate process?","Interstate students, including those from NSW, still apply through QTAC. Your Year 12 results will be converted to an equivalent entry score, and you should confirm your subjects meet the prerequisite requirements."
64,What is the minimum entry score for the BBusMgt/IT dual degree?,"The minimum entry score for the Bachelor of Business Management / Information Technology dual degree for Semester 1, 2026 is 86.4. Entry scores are reviewed annually, so check study.uq.edu.au for the most current information."
65,How does the BCom/IT entry score compare to the standalone BIT?,"The minimum entry score for the Bachelor of Commerce / Information Technology dual degree is 84.4, which is higher than the standalone BIT minimum of 81.9 for Semester 1, 2026. Entry scores are reviewed annually."
66,"If I just barely meet the minimum ATAR for BIT, am I guaranteed a spot?","No. Meeting the minimum entry score does not guarantee admission, as offers depend on available places and the overall pool of applicants. It is recommended to aim as high as possible to improve your chances."
67,I finished high school a few years ago and didn't go straight to uni. Can I still apply for BIT as a domestic student?,"Yes, you may be able to apply as a non-school leaver through QTAC, potentially using work experience, TAFE qualifications, or other tertiary study as part of your application. Contact QTAC or UQ Admissions to discuss your specific situation."
68,Does UQ accept TAFE qualifications as an alternative pathway into BIT for domestic students?,"TAFE and vocational qualifications may be considered as part of a non-school leaver application through QTAC. For specific credit or pathway arrangements, contact UQ Admissions or check study.uq.edu.au for confirmed details."
69,Is there a Semester 2 intake for the standard BIT program at UQ?,"Yes, the Bachelor of Information Technology has a Semester 2 intake, which commences on 27 July 2026. Check study.uq.edu.au for application deadlines relevant to each intake."
70,I want to do the BIT/Arts dual degree — can I still pick an IT major within it from 2026?,"No. From 2026, the Bachelor of Information Technology / Arts dual degree does not include an IT major component. Dual degree students may only complete one major toward the single program side."
71,Can I do two majors in the BBusMgt/IT dual degree if I start in 2026?,"No. From 2026, dual degree students may only complete one major toward the single program; majors are no longer possible in dual degrees."
72,What Queensland subject prerequisites do I need to meet to apply for BIT?,"The BIT requires a mathematics prerequisite subject from Year 12. For the exact subject name and level required, check study.uq.edu.au or contact QTAC, as prerequisite details should be confirmed from the official source."
73,I did an IB Diploma instead of the QCE. Can I still apply for the BIT as a domestic student?,"Yes, the International Baccalaureate Diploma is accepted as a Queensland Year 12 equivalent, and your results will be converted to an equivalent entry score through QTAC. Ensure your IB subjects also satisfy the mathematics prerequisite for BIT."
74,"Is there a specific QTAC application deadline I need to meet for Semester 1, 2026 BIT entry?","QTAC manages application deadlines for domestic students. Check qtac.edu.au for the current application closing dates, as these are set by QTAC and may change."
75,What's the QTAC code if I want to apply for the BBusMgt/IT dual degree?,The QTAC code for the Bachelor of Business Management / Information Technology dual degree is 710401.
76,"Do domestic BIT students need to show English proficiency, or is that only for international students?",Domestic students who completed Year 12 in Australia generally satisfy English proficiency requirements through their school results. Specific English proficiency requirements for non-standard pathways should be confirmed with UQ Admissions at study.uq.edu.au.
77,"If my ATAR is below the minimum for BIT, are there any other pathways to get into the program?","There may be alternative entry pathways, such as completing a diploma, foundation program, or other tertiary study that could lead to a place in BIT. Contact UQ Admissions or check study.uq.edu.au for confirmed pathway options rather than relying on assumptions."
78,I'm in Year 12 in Queensland right now. What's the earliest I can apply for BIT through QTAC?,"You can apply through QTAC from when applications open in your final year of school. Visit qtac.edu.au for current application opening dates and the QTAC code for BIT, which is 733001."
79,"What's the minimum entry score I need to get into BIT at UQ for Semester 1, 2026?","The minimum entry score for BIT (QTAC code 733001) for Semester 1, 2026 was 81.9, with a median of 87.4 and a highest of 95.45. Meeting the minimum does not guarantee admission, and entry scores are reviewed annually."
80,I got an ATAR of 82 last year. Am I guaranteed a spot in BIT?,"No, meeting the minimum entry score of 81.9 does not guarantee admission, as places are competitive and the median score was 87.4 for Semester 1, 2026. Check study.uq.edu.au for the most current entry score information."
81,Do I need to study a specific maths subject in Year 12 to be eligible for BIT?,"Yes, the BIT has a mathematics prerequisite for entry. You should confirm the specific required subject with QTAC or UQ Admissions, as prerequisites can vary by state and are reviewed annually."
82,I finished Year 12 in Victoria. Do I apply to UQ directly or through QTAC?,"Interstate domestic students apply through QTAC, not directly to UQ. Your Victorian Year 12 results will be converted to an equivalent entry score, and you should confirm your subjects meet BIT prerequisite requirements."
83,Is the entry score for BCom/IT the same as for the standalone BIT?,"No, the minimum entry score for the Bachelor of Commerce / IT was 84.4 for Semester 1, 2026, which is higher than the standalone BIT minimum of 81.9. Entry scores are reviewed annually."
84,What entry score do I need for the BE(Hons)/IT dual degree?,"The minimum entry score for the Bachelor of Engineering (Honours) / IT was 84 for Semester 1, 2026. Check study.uq.edu.au for the most current entry requirements, as scores are reviewed annually."
85,"If I don't get the ATAR I need for BIT, are there any alternative pathways into the program?","Yes, UQ offers alternative entry pathways such as UQ College programs and other bridging options that may lead to admission into BIT. Contact UQ Admissions or visit study.uq.edu.au to explore which pathways apply to your situation."
86,I completed a TAFE diploma last year instead of Year 12. Can I still apply for BIT?,Vocational education qualifications such as TAFE diplomas may be considered for entry into BIT. You should contact UQ Admissions or QTAC directly to confirm eligibility and any additional requirements.
87,Does UQ consider my Year 11 results at all when assessing my BIT application?,"Generally, entry to UQ undergraduate programs is based on your Year 12 results and calculated entry score. Contact UQ Admissions at study.uq.edu.au for specific details about what is considered in your application."
88,"When does Semester 1, 2026 start at UQ for incoming BIT students?","Semester 1, 2026 commences on 23 February 2026. Check the UQ academic calendar for key dates including orientation and enrolment deadlines."
89,"If I miss Semester 1, can I start BIT in Semester 2 instead?","Yes, BIT accepts students in both Semester 1 and Semester 2. Semester 2, 2026 commences on 27 July 2026, and you would apply through QTAC for the relevant intake."
90,I'm a mature-age student who didn't finish Year 12. Can I still get into BIT?,Mature-age applicants may be considered through alternative entry criteria. You should contact UQ Admissions directly or visit study.uq.edu.au to understand what evidence of academic ability or work experience may be required.
91,"Do domestic students need to show English proficiency to get into BIT, or is that only for international students?",Domestic students who completed Year 12 in Australia typically satisfy English proficiency requirements through their school results. International and some non-standard applicants may need to provide additional English evidence; confirm your situation with UQ Admissions.
92,What happens to my application if UQ updates its entry scores after I apply?,"Entry scores are reviewed annually in April, so the scores used in your application cycle will be those current at the time offers are made. Monitor study.uq.edu.au and your QTAC account for any updates relevant to your application."
93,Can I apply for BIT and BE(Hons)/IT at the same time through QTAC?,"Yes, QTAC allows you to list multiple program preferences in a single application, so you can include both BIT and BE(Hons)/IT. List your preferred programs in order of preference and ensure you meet the prerequisites for each."
94,I'm applying from Western Australia. Is there anything different I need to do compared to a Queensland student?,The process is the same — interstate students apply through QTAC and have their results converted to an equivalent entry score. Confirm that your WA Year 12 subjects satisfy BIT's prerequisite requirements with QTAC or UQ Admissions.
95,"Is there a specific deadline I need to meet for my QTAC application for BIT Semester 1, 2026?","QTAC has its own application deadlines that vary by applicant type and program. Visit qtac.edu.au for the current schedule to ensure you don't miss the relevant cut-off for Semester 1, 2026."
96,"If I get an offer for BIT but decide I want the BIT/Arts dual degree instead, can I switch after accepting?",Changing programs after accepting an offer may be possible but is subject to availability and entry requirements for the BIT/Arts dual degree. Contact UQ Admissions as early as possible at study.uq.edu.au to discuss your options.
97,I live in New South Wales. Do I still apply through QTAC for the BIT?,"Yes. Interstate students, including those from New South Wales, apply for the BIT through QTAC at qtac.edu.au. Your Year 12 results will be converted to an equivalent entry score for comparison against UQ's requirements."
98,I didn't quite make the minimum entry score for BIT this year. Are there any other pathways in?,UQ offers alternative entry pathways for students who do not meet the standard minimum entry score. You should visit study.uq.edu.au or contact UQ Admissions directly to explore options such as foundation programs or other entry routes relevant to your situation.
99,"If I apply for the BBusMgt/IT dual degree, what entry score do I need?","The minimum entry score for the Bachelor of Business Management / Information Technology for Semester 1, 2026 is 86.4. Entry scores are reviewed annually, so confirm the current figure at study.uq.edu.au."
100,What's the minimum ATAR for the BCom/IT dual degree?,"The minimum entry score for the Bachelor of Commerce / Information Technology for Semester 1, 2026 is 84.4. Check study.uq.edu.au for updated figures, as entry scores are reviewed each April."
101,I'm considering the BE(Hons)/IT. What entry score do I need as a domestic student?,"The minimum entry score for the Bachelor of Engineering (Honours) / Information Technology for Semester 1, 2026 is 84. Entry scores are reviewed annually, so check study.uq.edu.au for the most current information."
102,"I'm thinking of starting in second semester instead. When does Semester 2, 2026 begin?","Semester 2, 2026 commences on 27 July 2026."
103,"Is the BIT available to start in Semester 2, or is it only Semester 1?","You should confirm semester availability for the BIT directly at study.uq.edu.au or by contacting UQ Admissions, as intake availability can vary by program and year."
104,I finished Year 12 a couple of years ago and have been working since. Can I still apply for the BIT as a domestic student?,"Yes. Domestic students who completed Year 12 in a prior year can still apply through QTAC. If significant time has passed, you may also be considered under mature-age or alternative entry provisions. Contact QTAC or UQ Admissions for advice specific to your situation."
105,Do I need to submit any kind of portfolio or personal statement when applying for the BIT through QTAC?,"Standard BIT applications through QTAC are assessed primarily on your entry score and prerequisite subjects. For any additional selection criteria or supporting documentation requirements, check study.uq.edu.au or contact UQ Admissions."
106,I completed a TAFE diploma instead of Year 12. Can I use that to apply for the BIT?,TAFE and vocational qualifications may be considered for entry into the BIT. Contact UQ Admissions or QTAC to confirm whether your specific qualification is accepted and what entry score equivalent applies.
107,My ATAR was higher than the minimum for BIT but I didn't get an offer. Why would that happen?,"Meeting the minimum entry score does not guarantee admission, as offers depend on the number of available places and the overall applicant pool in that round. If you did not receive an offer, contact QTAC or UQ Admissions to understand your options, including later rounds."
108,Are there subject prerequisites that are ranked as recommended versus required for BIT entry?,"UQ specifies prerequisite subjects for the BIT, which may include both required and recommended subjects depending on your background. Check the current prerequisite details at study.uq.edu.au or contact UQ Admissions to confirm what applies for your commencement year."
109,"I'm applying through QTAC — is there a preference order I should put BIT in, or does it not matter?","Your QTAC preference order can affect which offers you receive, so you should think carefully about how you rank your program preferences. For personalised advice on how to order your preferences, contact QTAC directly at qtac.edu.au."
110,Does UQ consider special circumstances or misadventure when assessing my BIT application?,"Yes. QTAC has provisions for special consideration if your Year 12 results were affected by illness, misadventure, or other circumstances. You should apply for this through QTAC; details are available at qtac.edu.au."
111,I completed the International Baccalaureate. Does that qualify me to apply for the BIT as a domestic student?,"Yes. The International Baccalaureate is an accepted qualification for domestic BIT applications and will be converted to an equivalent entry score by QTAC. Ensure your subjects meet the BIT prerequisite requirements, and check study.uq.edu.au for details."
112,What is the QTAC code for the BE(Hons)/IT dual degree?,The QTAC code for the Bachelor of Engineering (Honours) / Information Technology is not confirmed in the documents I have access to. Please check qtac.edu.au or study.uq.edu.au for the correct code.
113,I'm in Year 12 in Queensland. What subjects do I need to have studied to get into the BIT?,"You need to meet the mathematics prerequisite for the BIT. Check the specific subject requirements at study.uq.edu.au, as prerequisites are reviewed annually and it is important to confirm the current requirements before applying."
114,What is the QTAC code I need to use when applying for the Bachelor of Information Technology?,The QTAC code for the Bachelor of Information Technology at UQ is 733001. You apply through QTAC at qtac.edu.au.
115,I missed the minimum entry score for BIT this year. Can I still get in somehow?,"There may be alternative pathways such as UQ's adjustment factors or alternative entry schemes that could affect your eligibility. Contact UQ Admissions or QTAC directly to explore your options, as meeting the minimum does not guarantee admission and pathways vary."
116,"What was the median entry score for the BIT for Semester 1, 2026?","The median entry score for the Bachelor of Information Technology for Semester 1, 2026 was 87.4, with a minimum of 81.9 and a highest of 95.45. Entry scores are reviewed annually, so check study.uq.edu.au for the most current figures."
117,What's the minimum entry score for the BCom/IT dual degree?,"The minimum entry score for the Bachelor of Commerce / Information Technology is 84.4 for Semester 1, 2026. Check study.uq.edu.au for updated figures, as entry scores are reviewed annually."
118,How does my school's ranking or ranking adjustments affect my BIT application through QTAC?,"QTAC may apply adjustment factors based on your school or subjects, which can affect your final entry score. Contact QTAC directly at qtac.edu.au for details on which adjustments apply to your situation."
119,I finished Year 12 a couple of years ago and didn't apply for uni straight away. Can I still apply for the BIT as a domestic student?,"Yes, you can still apply through QTAC as a non-school leaver. Your application may be assessed on different criteria, and you should contact QTAC or UQ Admissions to confirm what supporting information is required."
120,Does the BIT have a Semester 2 intake for domestic students?,"You should check study.uq.edu.au for the current intake availability for domestic students, as intake options can vary by program and year."
121,What is the minimum entry score for the BE(Hons)/IT dual degree?,"The minimum entry score for the Bachelor of Engineering (Honours) / Information Technology is 84 for Semester 1, 2026. Entry scores are reviewed annually, so confirm current details at study.uq.edu.au."
122,"If I'm a domestic student who has done a TAFE qualification, can I use that to apply for the BIT instead of an ATAR?",TAFE and VET qualifications can be considered for entry into UQ programs. You should apply through QTAC and contact UQ Admissions to confirm how your qualification will be assessed for the BIT.
123,I live in NSW. Do I apply through QTAC or UAC for the BIT at UQ?,"Even as an interstate student, you apply for the BIT at UQ through QTAC, not UAC. Your NSW results will be converted to an equivalent entry score by QTAC."
124,What happens if two applicants have the same entry score — how does UQ decide who gets in?,Specific tie-breaking procedures are managed by QTAC. Contact QTAC at qtac.edu.au for details on how offers are made when applicants have identical entry scores.
125,Is there a minimum English requirement for domestic students applying to the BIT?,"Domestic students who have completed Year 12 in Australia generally satisfy English requirements through their school results. If you have concerns about your English proficiency, contact UQ Admissions for clarification."
126,I got an entry score above the minimum for BIT but I'm worried I won't get an offer. Is the minimum score a guarantee?,"No, meeting the minimum entry score of 81.9 does not guarantee admission, as offers depend on the number of available places and the scores of other applicants in that round. Check study.uq.edu.au for the latest entry score information."
127,Can I apply for the BIT and the BBusMgt/IT dual degree at the same time through QTAC?,"Yes, QTAC allows you to list multiple program preferences in your application, so you can include both the BIT (QTAC code 733001) and the BBusMgt/IT (QTAC code 710401) as preferences. Rankings are used to allocate offers based on available places."
128,What if I don't have the required maths subject from high school — are there any bridging options before starting BIT?,UQ and external providers may offer bridging or preparation courses to help you meet prerequisite requirements. Contact UQ Admissions or check study.uq.edu.au for current bridging options available to you.
129,I completed my Year 12 overseas but I'm a permanent resident. Do I apply as domestic or international for the BIT?,"As a permanent resident, you are generally considered a domestic student for fee purposes and apply through QTAC. Your overseas Year 12 results will be assessed for equivalency; contact QTAC or UQ Admissions to confirm how your qualifications are evaluated."
130,"When does Semester 1, 2026 start at UQ for new BIT students?","Semester 1, 2026 commences on 23 February 2026."
131,"Are entry scores for the BIT the same every year, or do they change?","Entry scores change annually and are reviewed each April. The figures published for Semester 1, 2026 — minimum 81.9, median 87.4, highest 95.45 — reflect that intake only. Always check study.uq.edu.au for the most current entry score information."
132,I'm in Year 12 in Queensland right now. What's the minimum entry score I need to get into the BIT at UQ?,"The minimum entry score for the Bachelor of Information Technology (Semester 1, 2026) was 81.9, with a median of 87.4 and a highest of 95.45. Meeting the minimum does not guarantee admission, and entry scores are reviewed annually in April, so check study.uq.edu.au for the latest figures."
